,n_estimators,max_leaf_nodes,max_features,train_size,train_time,test_time,train_score,test_score
0,6,10,1,1133,0.011134,0.15657,0.553799982682,0.524628022926
1,86,2,3,12,0.049054,0.497989,0.364304178887,0.587518934515
2,4,2,31,1,0.00311799999997,0.04369,0.0,1.47131279557
3,1,2,60,4341,0.010096,0.02207,0.531251813514,0.526108846732
4,1,2,78,182,0.00148799999999,0.023952,0.522918149441,0.511171207241
5,3,8,5,9,0.00263499999994,0.065522,0.28201380044,0.547416242329
6,1,11,10,5728,0.00974699999995,0.0237059999999,0.477160037996,0.481790383242
7,13,3,3,56,0.010955,0.0965239999999,0.552308611976,0.549437219592
8,72,4,21,20793,2.936346,0.549889,0.478243776642,0.472899720873
9,3,4,10,2,0.00133600000004,0.03693,0.0124082469793,0.541883860862
10,7,4,98,1,0.00436400000001,0.051655,0.0,0.541480961137
11,88,14,4,3312,0.159815,0.754642,0.47543141578,0.48017157478
12,5,8,89,3,0.00384899999995,0.0433220000001,0.085795071831,0.575604399093
13,12,2,10,8728,0.045787,0.087312,0.514672215982,0.517432716304
14,6,4,2,16,0.002341,0.058642,0.39095224069,0.588723253935
15,17,16,78,1,0.00589200000002,0.096661,0.0,0.537724107302
16,4,4,11,207,0.00226699999996,0.048413,0.452942883186,0.511551203526
17,7,2,72,18092,0.737325,0.06034,0.48690826811,0.483404294218
18,43,4,25,278,0.069794,0.696661,0.461587258535,0.482413212743
19,11,3,8,52,0.00469399999997,0.0933580000001,0.469558509225,0.509260551891
20,85,13,94,3280,1.516821,0.641703,0.396138242299,0.411588795256
21,90,7,86,1568,0.452072,0.646792,0.424632776381,0.437434766689
22,1,3,2,1,0.000644999999963,0.021489,0.0,0.644283715376
23,12,5,19,7,0.00462400000004,0.087217,0.18037290976,0.548868272813
24,15,14,3,39693,0.5061,0.144202,0.492753785396,0.491380234839
25,2,2,1,6349,0.0114599999999,0.031693,0.534885251277,0.535822910144
26,17,2,2,1,0.00657799999999,0.0970080000001,1.7763568394e-15,0.537626077289
27,6,3,59,3,0.00267499999995,0.07849,0.228232687294,0.690812064543
28,12,3,1,120,0.00503399999991,0.250149,0.543184255372,0.52844562668
29,2,15,66,22,0.00151700000004,0.041231,0.316855060564,0.65092216961
30,4,6,1,5,0.00188700000001,0.0398720000001,0.0803722468062,0.546273298077
31,5,11,10,12602,0.0620630000001,0.0526659999999,0.461061715957,0.456225741271
32,40,2,22,21768,0.485503,0.209725,0.509916362043,0.504546078667
33,85,16,3,15415,0.415577,0.582269,0.477551616174,0.481957593293
34,1,6,147,7,0.000595999999973,0.022258,0.321213703311,0.843208705172
35,29,2,8,1,0.00898600000005,0.136794,8.881784197e-16,0.554234668342
36,24,14,1,4388,0.0246599999999,0.152078,0.520074166458,0.51890385838
37,2,6,13,6,0.000897000000009,0.0266330000001,0.233157464865,0.624767396833
38,8,5,7,623,0.00475299999994,0.05665,0.459784137314,0.485458432225
39,44,2,4,69,0.014054,0.532275,0.437840338843,0.529520942121
40,1,5,31,56,0.000804000000016,0.04986,0.45820054897,0.606296384731
41,12,12,34,7,0.00417200000004,0.0831589999999,0.121491753157,0.547343959453
42,36,9,2,277,0.013719,0.250014,0.506960877951,0.509872357259
43,1,3,11,7,0.000568000000044,0.021211,0.505767063268,0.812604891691
44,5,16,12,73,0.002253,0.079756,0.243950622159,0.548420302032
45,17,2,28,467,0.0140240000001,0.106041,0.516957715079,0.510474165581
46,8,5,54,9067,0.12287,0.058376,0.454558760998,0.455545580416
47,14,2,10,6,0.00471300000004,0.08461,0.317591084558,0.672470971093
48,2,15,2,27,0.000928999999928,0.028948,0.275649440214,0.619791699684
49,3,12,14,237,0.00200400000006,0.037514,0.426009928823,0.48037502049
50,17,2,3,224,0.00592500000005,0.092343,0.537489245794,0.533625628029
51,24,11,3,2,0.00775799999997,0.119258,0.155252361808,0.595988296585
52,34,7,20,9,0.0242790000001,0.580416,0.208278870348,0.550101414446
53,28,15,2,2,0.022026,0.228236,0.256732358091,0.831929723036
54,98,4,33,884,0.197401,1.44053,0.444162075159,0.471640023468
55,7,19,4,1,0.00239799999997,0.044202,8.881784197e-16,0.78657384708
56,1,6,2,92,0.000625000000014,0.0305960000001,0.481018545105,0.569180052525
57,1,2,12,48,0.000974999999926,0.041554,0.595190843251,0.573071528541
58,5,10,34,63,0.00544000000002,0.15333,0.293404786032,0.552536939863
59,10,2,104,13091,0.277703,0.0600009999999,0.484290431625,0.484160180099
60,56,2,3,9961,0.125037,0.959676,0.524863977632,0.530279906535
61,1,4,34,5,0.000576000000024,0.025615,0.0559746591872,0.669872897392
62,11,3,1,13,0.00512200000003,0.189815,0.519001912777,0.5507565763
63,74,5,34,18,0.051822,0.876962,0.220059223769,0.518302707729
64,2,19,1,13373,0.021339,0.027405,0.524465798674,0.52573158371
65,33,5,2,15094,0.192432,0.393837,0.507326949045,0.514116891049
66,68,17,2,4,0.053896,0.603182,0.146109074135,0.755360925212
67,8,2,113,361,0.0121879999999,0.062586,0.471947721561,0.484529887667
68,48,12,15,2661,0.13264,0.343374,0.433487322989,0.441462203154
69,62,10,1,9,0.0208899999999,0.394833,0.137586462317,0.643558840084
70,16,5,35,3094,0.0530409999999,0.105332,0.460573335287,0.458031519354
71,3,11,8,100,0.00148399999989,0.0366429999999,0.33195583684,0.520748622955
72,1,2,3,839,0.00190300000008,0.0203889999999,0.500679372005,0.537133610147
73,99,4,1,3,0.030606,0.510332,0.151964198549,0.562363265397
74,51,4,1,8386,0.059626,0.287243,0.519490282177,0.524205746762
75,33,11,60,1,0.010206,0.143491,4.4408920985e-15,0.610229871752
76,4,4,5,11,0.0015370000001,0.038193,0.26728620686,0.700916790038
77,9,8,4,25,0.00322200000005,0.069755,0.309509255653,0.521559222212
78,3,2,62,234,0.00209599999994,0.030286,0.455071523939,0.510501237653
79,1,6,42,7336,0.021034,0.0215920000001,0.463294435994,0.466183742487
80,2,4,3,8,0.000900000000001,0.026289,0.314973248825,0.662181950991
81,2,15,1,101,0.00101200000006,0.03148,0.424591736794,0.536707189522
82,38,2,126,1090,0.081804,0.196889,0.468518411432,0.484624260551
83,24,2,1,2406,0.014063,0.127715,0.539878932096,0.535543790694
84,16,3,31,3,0.00527799999998,0.0977350000001,0.0481553622208,0.594751038188
85,4,19,29,876,0.00765699999999,0.039808,0.401470060714,0.443811905322
86,63,5,1,5338,0.096449,0.920564,0.529796592562,0.524921615437
87,5,11,3,7,0.00397999999996,0.102578,0.219705058623,0.588362298294
88,1,2,1,37589,0.047533,0.0214990000001,0.539555785964,0.538512029327
89,1,4,75,551,0.00220899999999,0.0210530000001,0.492824232251,0.494760736908
90,6,7,11,298,0.00312599999995,0.049255,0.429942602443,0.475900335429
91,4,2,17,425,0.00217099999998,0.03428,0.509863129821,0.539062054161
92,1,2,26,27,0.000582000000009,0.020388,0.538289581717,0.577341093832
93,1,3,9,56,0.000597999999968,0.020743,0.441029862242,0.559617166164
94,13,17,2,14973,0.065203,0.0986849999999,0.499247930075,0.497529504715
95,34,12,74,13,0.0121730000001,0.221479,0.261711986068,0.553355583133
96,37,6,15,4779,0.106182,0.232567,0.470123431325,0.471063402295
97,42,4,18,1,0.012786,0.1849,5.3290705182e-15,0.769231846546
98,1,2,26,54013,0.100692,0.021521,0.529413670924,0.515631069244
99,40,5,4,4,0.0129939999999,0.219929,0.0204119139899,0.539184271285
100,55,2,12,1110,0.031123,0.426877,0.503792049833,0.513639476712
101,3,11,129,19,0.00160900000003,0.043446,0.30542549214,0.641046851971
102,9,3,78,3,0.00359500000002,0.056745,0.0680520795763,0.5478239482
103,35,3,54,14,0.012016,0.296685,0.241731345789,0.50052154768
104,82,13,1,173,0.056302,0.741779,0.405961279798,0.518231281898
105,9,2,47,103,0.00407699999994,0.069991,0.508184667352,0.524159290875
106,80,17,25,4856,0.535893,0.724102,0.405631854731,0.408310770579
107,2,16,26,46,0.00107400000002,0.028382,0.369787504088,0.605956981798
108,81,7,32,14796,1.863298,0.495287,0.443719418153,0.442059537262
109,99,6,4,399,0.038989,0.573351,0.475978788784,0.507258015295
110,8,4,36,51,0.00321300000007,0.0553269999999,0.333097596337,0.507712327795
111,1,7,2,10929,0.01641,0.020891,0.535877896866,0.537319970876
112,5,5,4,46655,0.121899,0.043367,0.525301772845,0.516757569027
113,13,8,3,50121,0.642858,0.106135,0.50765478237,0.516854931535
114,29,18,43,13561,3.60411,0.226387,0.396935008581,0.398548191115
115,1,2,81,103,0.000733999999966,0.02435,0.507811208738,0.585980959137
116,7,3,6,14,0.003693,0.109515,0.340717209153,0.694300494829
117,47,12,1,2266,0.028306,0.295349,0.527102097919,0.525276493231
118,81,3,1,16357,0.149861,0.454466,0.5360881797,0.531204397348
119,1,13,1,97,0.000669000000016,0.0250470000001,0.414715440621,0.568941420634
120,1,5,1,175,0.000962000000072,0.0232609999999,0.526821032645,0.528439880999
121,5,2,1,7653,0.022282,0.141206,0.535328857823,0.537375361264
122,1,2,10,252,0.000825999999961,0.023714,0.539570954499,0.540721363521
123,18,7,140,332,0.0369919999999,0.135681,0.387803009545,0.449066185834
124,68,2,52,1,0.023429,0.331801,1.7763568394e-15,0.74942969788
125,19,9,1,1,0.012478,0.125058,2.6645352591e-15,0.839348564454
126,6,4,39,170,0.00355999999999,0.050931,0.436578677366,0.487694354454
127,41,3,45,7,0.01699,0.322296,0.254946396743,0.539268885148
128,4,3,1,139,0.00223699999992,0.048125,0.498715711188,0.538237067175
129,16,17,75,2,0.00699899999995,0.087795,0.148861435228,1.25550557798
130,12,16,138,16016,2.666134,0.092414,0.398880071586,0.402497946391
131,1,5,1,1,0.000540999999998,0.0196989999999,0.0,0.563181638878
132,1,19,69,3,0.000564999999938,0.0202250000001,0.00744978425784,0.692171510395
133,1,8,8,670,0.00260000000003,0.0223679999999,0.476602152483,0.536031637369
134,12,11,15,4917,0.051184,0.087935,0.432560662487,0.442363650661
135,9,12,1,3339,0.008646,0.063938,0.505623090952,0.509884177693
136,40,9,5,7,0.012974,0.240488,0.163635893689,0.728188635031
137,1,6,5,17,0.000590999999986,0.021565,0.388845822177,0.617136936625
138,50,17,9,1,0.0163379999999,0.212036,3.5527136788e-15,0.583277257317
139,2,5,4,199,0.00106999999991,0.0269880000001,0.517426058645,0.54422636154
140,24,2,2,356,0.00885300000004,0.131372,0.560015373018,0.532368341559
141,22,5,47,91,0.0100650000001,0.143391,0.390543081992,0.499916571468
142,4,2,5,6204,0.013383,0.033991,0.502962412622,0.503000437866
143,7,5,122,6866,0.160185,0.054219,0.454731521703,0.454839114768
144,2,9,1,1815,0.00286900000003,0.027167,0.511723717021,0.501128728255
145,4,5,54,48,0.00190200000009,0.03823,0.293638596158,0.54305581371
146,71,13,13,58,0.0263210000001,0.480449,0.248748912837,0.487893275156
147,15,2,19,2,0.00527899999997,0.077365,0.0266566179995,0.53752425312
148,4,3,1,12937,0.0224989999999,0.0356320000001,0.535938938086,0.531088019287
149,1,11,2,25,0.000596999999971,0.0217990000001,0.379813419697,0.714612896418
150,5,2,53,24,0.00196099999994,0.0394680000001,0.245588176931,0.495606894585
151,4,14,12,276,0.00285099999996,0.0405330000001,0.366901435061,0.457220365529
152,3,2,4,718,0.00242900000001,0.029419,0.49068223292,0.482785548294
153,34,14,2,1,0.011072,0.154222,8.881784197e-16,0.696219911396
154,43,9,1,3,0.0143380000001,0.236184,0.282763593209,0.538847061287
155,10,17,3,24,0.00362099999995,0.0807229999999,0.224520410075,0.536940166611
156,10,6,7,90,0.00374600000009,0.069317,0.45753574407,0.521848810025
157,14,12,7,373,0.00703599999997,0.100899,0.433181270732,0.48763114733
158,17,2,1,2955,0.011752,0.0929900000001,0.53156711705,0.536285739117
159,5,3,10,780,0.00442399999997,0.04113,0.478042348757,0.50728843672
160,3,18,1,1,0.00132299999996,0.0272550000001,0.0,0.829223976285
161,1,2,3,491,0.000836999999933,0.0215860000001,0.529957506811,0.530466296904
162,2,2,2,1,0.000862999999981,0.02395,0.0,0.569501963215
163,71,8,10,1413,0.0619650000001,0.450155,0.438390011064,0.469144554962
164,18,9,21,601,0.015484,0.124712,0.421010174523,0.458409252586
165,1,11,9,354,0.001214,0.021897,0.489807960612,0.549517198872
166,1,13,110,3258,0.0212250000001,0.022075,0.432865250722,0.440820653574
167,93,2,72,444,0.068666,0.47505,0.470731045128,0.484535648739
168,27,3,3,21836,0.109135,0.155936,0.524017106651,0.525522848426
169,2,5,40,15,0.000971999999933,0.026715,0.494428375043,0.749590891151
170,22,2,4,115,0.00742500000001,0.11689,0.494043876989,0.536847679449
171,2,2,2,1567,0.00345500000003,0.024415,0.525486928074,0.535059344059
172,2,12,30,22637,0.189753,0.029484,0.437300471423,0.436570540617
173,70,4,138,3,0.0224529999999,0.368618,0.39459176018,0.660069085671
174,60,15,5,45371,3.603007,0.497934,0.461561887345,0.459805389103
175,12,3,1,5962,0.0174459999999,0.078659,0.52342856003,0.525308169699
176,1,11,1,2800,0.00500599999998,0.021476,0.546865991833,0.537966199771
177,1,2,118,4068,0.0106509999999,0.0201430000001,0.481130830057,0.489353407999
178,9,15,8,2490,0.0135859999999,0.0678929999999,0.460575733831,0.467948800135
179,25,2,1,14097,0.043365,0.133675,0.542839846742,0.53780326837
180,1,8,44,115,0.00229400000001,0.031383,0.382477354833,0.586052607936
181,16,3,1,497,0.00657899999999,0.093326,0.561351759171,0.532271005688
182,46,5,16,5,0.0183969999999,0.275818,0.113103341968,0.538995360284
183,61,4,93,27093,5.80402,0.352508,0.461402974677,0.464412259186
184,6,14,13,9,0.00227499999994,0.067762,0.30366641391,0.539525514265
185,86,4,1,8456,0.0975579999999,0.475105,0.526632091161,0.525943374599
186,1,3,35,17,0.00103899999999,0.033015,0.509921794058,0.616965873198
187,6,3,1,1383,0.00467700000002,0.04392,0.51673436099,0.534648526267
188,1,4,17,56,0.000652000000059,0.0319539999999,0.371535954322,0.583386295536
189,5,14,47,2524,0.0291550000001,0.046023,0.413808292252,0.422859047594
190,16,15,8,3,0.00781199999994,0.11183,0.253213351855,0.648396271715
191,3,4,2,94,0.00266999999997,0.045341,0.573575245791,0.553887679016
192,28,14,5,125,0.014654,0.198474,0.369191096514,0.499838759953
193,39,2,71,1,0.016688,0.189651,2.6645352591e-15,0.83806876169
194,21,3,1,1977,0.011633,0.118696,0.535833238166,0.533038783153
195,47,9,1,683,0.0187940000001,0.280579,0.495074633778,0.527762321016
196,2,11,1,4,0.000923000000057,0.040075,0.642620221354,0.937043535466
197,6,11,6,138,0.00487099999998,0.062039,0.363024214457,0.469700860054
198,11,10,1,1691,0.00755900000001,0.074174,0.526728097816,0.52154632814
199,3,8,35,663,0.00399000000004,0.038651,0.43645774842,0.458131327934
200,2,14,59,554,0.00658999999996,0.0313749999999,0.390959960132,0.478938371356
201,4,19,149,6978,0.239836,0.040708,0.385333554835,0.392236484947
202,5,8,5,119,0.00335499999994,0.0487539999999,0.438409339976,0.50305999608
203,8,3,97,2,0.00284699999997,0.065206,0.0350572307025,0.927578059727
204,76,7,15,4,0.036544,0.413879,0.247077393722,0.562766644374
205,2,3,94,541,0.00315699999999,0.026217,0.453452834863,0.483316869362
206,3,3,53,13632,0.07358,0.0304940000001,0.468564760725,0.472348811989
207,3,7,2,1,0.00121200000001,0.039786,0.0,1.02326519712
208,5,16,23,31,0.00419599999998,0.066106,0.328685220493,0.604289934835
209,1,3,39,43,0.00107899999989,0.0302439999999,0.551415776574,0.569827866319
210,11,3,12,74,0.00496600000008,0.087138,0.443196630756,0.496955086081
211,1,2,3,4,0.000654999999938,0.028468,0.275230806664,0.547838322242
212,2,9,9,688,0.00287399999991,0.028201,0.441278667636,0.472369780733
213,2,3,1,12001,0.014495,0.025423,0.529994192305,0.531964169745
214,1,9,35,1677,0.00426700000003,0.021418,0.464911517387,0.473038473534
215,1,2,1,5,0.000587999999993,0.024486,0.540896887564,0.718520271117
216,34,5,10,6006,0.087037,0.216652,0.479993007464,0.490322150742
217,41,6,6,24392,0.418545,0.261496,0.492769257936,0.494483244549
218,4,8,4,346,0.00227799999993,0.038933,0.495666824843,0.511598298983
219,1,9,4,2,0.000974999999926,0.0289740000001,0.298692275098,0.698946877646
220,14,17,35,18364,0.695991,0.105025,0.404166721468,0.406459334289
221,2,2,5,2100,0.00422800000001,0.024621,0.539037914495,0.536427419136
222,1,2,73,27,0.00102399999992,0.0320730000001,0.366977584403,0.663205389978
223,11,13,14,41509,0.580382,0.0853950000001,0.43716860505,0.438252004864
224,6,15,14,274,0.004007,0.063526,0.378246349259,0.464988836127
225,19,7,9,2285,0.027461,0.123619,0.467111369278,0.476216892975
226,3,2,88,2996,0.015945,0.0291000000001,0.466066212098,0.484335139252
227,17,2,7,3,0.00772999999992,0.113793,0.0900473789673,0.868772465369
228,2,3,2,38,0.000951999999984,0.0450810000001,0.521002642996,0.538995369254
229,4,3,19,59,0.00312299999996,0.051906,0.53696866223,0.594625909823
230,60,13,22,3636,0.227209,0.404032,0.415028478805,0.425598663384
231,39,12,70,5536,0.644508,0.267331,0.403182252115,0.41290286625
232,12,13,2,12675,0.0497869999999,0.0863029999999,0.503757269716,0.503273464382
233,20,4,7,60,0.0119099999999,0.141164,0.44318176334,0.51876441681
234,11,2,9,41575,0.162169,0.064526,0.532495882897,0.524077702723
235,1,3,38,3853,0.011793,0.0209269999999,0.494781405268,0.496071318633
236,38,3,68,754,0.047451,0.209535,0.46911080569,0.46942310517
237,22,18,76,8,0.00780699999996,0.157568,0.0971894874149,0.530751307483
238,2,12,23,8,0.00101300000006,0.047498,0.27919788225,0.614261695946
239,11,5,1,507,0.00484400000005,0.069533,0.487635724953,0.516086016583
240,55,2,9,121,0.022273,0.291589,0.529313029618,0.513933599551
241,10,2,87,1799,0.0260950000001,0.065054,0.480127999679,0.489203102599
242,3,2,8,1,0.00121200000001,0.033803,0.0,0.863984148478
243,59,15,14,1100,0.069387,0.396714,0.397285780541,0.437964157074
244,73,14,57,2,0.039445,0.334265,0.0226041850474,0.730313693713
245,25,15,4,13,0.012917,0.184452,0.284927175564,0.575173760661
246,1,2,3,22720,0.0265959999999,0.0221120000001,0.53390847401,0.53540635215
247,1,13,8,38,0.00116900000012,0.0336499999999,0.406653281385,0.623323551837
248,4,17,6,48,0.00311699999997,0.0606969999999,0.306589328259,0.552150350763
249,2,2,4,2,0.000911999999971,0.0362700000001,0.055732149295,0.589581876406
250,15,2,5,667,0.00708099999997,0.0859290000001,0.54931028621,0.52623213498
251,19,8,106,47,0.0188719999999,0.152255,0.249182579614,0.496255005632
252,2,2,2,12,0.000936000000138,0.0374140000001,0.498818345504,0.648286831786
253,63,9,91,27,0.0394550000001,0.418337,0.179662377094,0.517400225724
254,37,7,2,17,0.0216889999999,0.256492,0.406363765765,0.513792479325
255,4,2,1,12212,0.0206679999999,0.035942,0.538129121631,0.533661586285
256,3,4,6,13,0.00128500000005,0.0505410000001,0.352263998386,0.566435963909
257,9,3,6,192,0.004232,0.0590219999999,0.463566599032,0.53054942687
258,34,8,82,660,0.0717860000002,0.224222,0.417663437209,0.434628091488
259,6,3,1,26361,0.0420020000001,0.044361,0.537157762174,0.533825789841
260,74,16,20,488,0.0598990000001,0.49933,0.357924969591,0.446428377605
261,1,13,7,31,0.00101499999982,0.0333090000001,0.340468580017,0.636873173621
262,34,7,4,23,0.0210089999998,0.230882,0.361029378567,0.504413673802
263,18,3,1,9021,0.0298540000001,0.10281,0.540201431865,0.532986646878
264,13,3,1,430,0.00525199999993,0.0771099999999,0.537427630062,0.534484990963
265,32,18,124,7263,1.699862,0.232306,0.386349549742,0.390954908362
266,1,7,62,80,0.000806000000011,0.0382339999999,0.473256624144,0.553814879437
267,73,2,7,221,0.0265829999998,0.371978,0.487122407302,0.528331356591
268,99,6,8,5881,0.215561,0.592668,0.484739263946,0.491165218204
269,5,2,8,1,0.00183399999992,0.0512449999999,0.0,0.759197750134
270,6,6,1,669,0.00332299999991,0.04945,0.525006265956,0.531510749125
271,34,2,18,18,0.0195510000001,0.192361,0.429511666161,0.55652499592
272,50,2,68,5,0.026423,0.276449,0.30526128791,0.735430558883
273,24,7,13,2,0.00785800000017,0.145956,0.156863041107,0.53744165748
274,2,5,52,3,0.000920000000178,0.0364420000001,0.514189713461,0.629380173215
275,5,8,15,341,0.0033719999999,0.0440119999998,0.457627223832,0.495162854698
276,23,2,43,28787,0.711224,0.127095,0.501402362192,0.499895778791
277,10,4,3,3320,0.0111099999999,0.0684100000001,0.51462722249,0.513182849852
278,83,12,99,10,0.0431980000001,0.508528,0.209593068181,0.655200962334
279,3,5,6,1478,0.00420200000008,0.0310140000001,0.522128408834,0.521134387915
280,1,3,123,9297,0.0383139999999,0.0209150000001,0.47740926282,0.478206652733
281,1,14,19,62,0.000680999999986,0.0318560000001,0.43136968244,0.625917028472
282,14,2,7,1,0.00461700000005,0.091422,1.7763568394e-15,0.557842064097
283,5,11,5,40,0.00370300000009,0.076307,0.335130995714,0.534060517108
284,5,5,12,51129,0.228633,0.042796,0.496348725113,0.488762754377
285,1,18,10,26,0.000835000000052,0.0337610000001,0.375701412699,0.666843661066
286,10,12,26,7350,0.111124,0.0763470000002,0.41936016753,0.426756396895
287,1,15,16,9817,0.0257160000001,0.0221749999998,0.457012015882,0.462078920953
288,37,19,139,1,0.0138850000001,0.188417,8.881784197e-16,0.539307839803
289,11,12,25,1,0.00367800000004,0.0790420000001,0.0,0.869779969731
290,1,5,1,19230,0.0235519999999,0.0211060000001,0.538817299683,0.534173757134
291,2,8,60,368,0.00276299999996,0.028041,0.42178793269,0.488251416197
292,75,2,2,2,0.0400929999998,0.357094,0.0804055400642,1.04828540132
293,34,2,10,3136,0.0327239999999,0.184812,0.524629682363,0.521290004134
294,44,4,3,46641,0.427936,0.252535,0.515499955364,0.507901188816
295,8,5,23,1551,0.0128729999999,0.0612430000001,0.455557831469,0.46480892041
296,13,13,107,9,0.00544500000001,0.107962,0.213170308684,0.555767007128
297,27,2,93,17,0.0197909999999,0.54491,0.371168282362,0.506942605044
298,58,8,13,880,0.0458079999999,0.38476,0.42278797821,0.463870317483
299,2,6,16,1,0.000900000000001,0.0238490000002,0.0,0.547848014484
300,3,3,1,451,0.0042269999999,0.127109,0.516443455985,0.538481816703
301,3,3,30,3592,0.012209,0.0320489999999,0.509658019478,0.497545380448
302,2,2,11,42828,0.103244,0.034666,0.530739349198,0.531603523956
303,21,2,52,4515,0.102327,0.121918,0.484683716595,0.489976457216
304,13,18,1,11,0.00531299999989,0.115642,0.198391638884,0.56084676092
305,6,5,2,47,0.00251400000002,0.0633779999998,0.405105636486,0.529416130578
306,2,7,1,12495,0.01999,0.0264550000002,0.53667159669,0.534340729441
307,74,9,1,199,0.0254340000001,0.437818,0.521537322571,0.525382174545
308,2,4,66,15,0.000984000000017,0.02863,0.298267738174,0.633148442309
309,50,7,35,10779,0.833382,0.408693,0.444891521307,0.444694698533
310,1,3,3,37,0.000990000000002,0.0239750000001,0.407722805803,0.553499363672
311,32,15,36,184,0.0277920000001,0.244072,0.302661772007,0.448107423416
312,64,7,1,5883,0.161134,0.42486,0.528578293273,0.528940504376
313,34,2,135,3,0.011577,0.174995,0.150484999887,0.568924478612
314,10,2,10,9689,0.039822,0.0794640000001,0.51993980663,0.522871548916
315,1,2,2,739,0.00225999999998,0.0214019999999,0.563077616951,0.536498274961
316,52,3,2,29557,0.209306,0.46923,0.525019271804,0.527438747986
317,79,2,8,196,0.0307319999999,0.430358,0.50213974142,0.52544164362
318,7,2,60,805,0.00823700000001,0.0468210000001,0.481685248348,0.485320626377
319,10,3,1,10,0.00370999999996,0.0635140000002,0.254798694288,0.539407195515
320,1,16,68,1,0.000876000000062,0.021911,0.0,0.640062932051
321,6,12,3,1,0.00205700000015,0.0376299999998,0.0,0.589687746747
322,78,2,1,41898,0.281267,0.396894,0.534322990077,0.529303546839
323,2,4,4,5794,0.0104679999999,0.0260899999998,0.516608215108,0.526085184341
324,12,5,2,29,0.0041389999999,0.0847410000001,0.390824376457,0.553404322743
325,6,5,66,110,0.00420299999996,0.0475570000001,0.372172385081,0.482836575126
326,21,9,12,66,0.00775099999987,0.155603,0.278658221466,0.503956659395
327,93,4,15,9376,0.633073,0.681059,0.486052565525,0.481927154455
328,1,3,40,3395,0.0121960000001,0.023737,0.514907627422,0.52580071967
329,2,13,8,189,0.00190100000009,0.0367569999999,0.437619187527,0.552405462942
330,2,4,7,23650,0.0473050000001,0.0325500000001,0.489600696438,0.491361164111
331,4,3,1,63,0.00231400000007,0.042616,0.522062965948,0.541592509929
332,11,9,9,74,0.00419299999999,0.0896479999999,0.354148362774,0.510883365301
333,8,5,78,22511,0.670701,0.05971,0.459770706042,0.458289701131
334,56,18,47,507,0.0832909999999,0.382152,0.32286286958,0.426645319726
335,5,15,98,8,0.00200900000004,0.0427070000001,0.296053797918,0.601566050961
336,46,2,17,20749,0.622544,0.350733,0.509838266077,0.507981058685
337,1,9,2,1,0.000806000000011,0.0279869999999,0.0,1.15916402702
338,2,11,27,374,0.00335799999993,0.0327,0.37920571583,0.470699000569
339,2,9,1,16375,0.0331139999998,0.0373139999999,0.53604528015,0.535364838398
340,6,4,11,1059,0.00567999999998,0.0713860000001,0.484103507421,0.492579235939
341,8,2,12,18,0.00549799999999,0.0706990000001,0.497982823341,0.532428420462
342,64,2,3,67,0.021469,0.476374,0.512071863816,0.5314723961
343,30,2,13,1,0.0120490000002,0.191023,2.6645352591e-15,0.577637987028
344,8,5,27,184,0.00526600000012,0.080078,0.429130586966,0.493493421738
345,5,3,3,141,0.002342,0.0534090000001,0.551436652169,0.538771168867
346,10,2,5,25,0.00393299999996,0.0792290000002,0.679912223392,0.530033182443
347,4,3,48,18,0.00310500000001,0.06035,0.282123178065,0.538545997413
348,7,2,4,29664,0.0817440000001,0.0540249999999,0.52043358875,0.519633987548
